image_path,image_R,image_G,image_B,image_S1,image_S2,image_S3,image_S4,image_S5,image_S6,image_S7,label,case
D:\Github\RGB-S\data\simulation_binary_1//images//00039,D:\Github\RGB-S\data\simulation_binary_1//images//00039_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00039_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00040,D:\Github\RGB-S\data\simulation_binary_1//images//00040_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00040_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00041,D:\Github\RGB-S\data\simulation_binary_1//images//00041_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00041_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00042,D:\Github\RGB-S\data\simulation_binary_1//images//00042_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00042_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//00043,D:\Github\RGB-S\data\simulation_binary_1//images//00043_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00043_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00044,D:\Github\RGB-S\data\simulation_binary_1//images//00044_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00044_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00045,D:\Github\RGB-S\data\simulation_binary_1//images//00045_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00045_07.png,1,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//00046,D:\Github\RGB-S\data\simulation_binary_1//images//00046_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00046_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00047,D:\Github\RGB-S\data\simulation_binary_1//images//00047_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00047_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00048,D:\Github\RGB-S\data\simulation_binary_1//images//00048_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00048_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00049,D:\Github\RGB-S\data\simulation_binary_1//images//00049_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00049_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00050,D:\Github\RGB-S\data\simulation_binary_1//images//00050_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00050_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00051,D:\Github\RGB-S\data\simulation_binary_1//images//00051_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00051_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00052,D:\Github\RGB-S\data\simulation_binary_1//images//00052_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00052_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00053,D:\Github\RGB-S\data\simulation_binary_1//images//00053_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00053_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00054,D:\Github\RGB-S\data\simulation_binary_1//images//00054_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00054_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00055,D:\Github\RGB-S\data\simulation_binary_1//images//00055_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00055_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00056,D:\Github\RGB-S\data\simulation_binary_1//images//00056_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00056_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00057,D:\Github\RGB-S\data\simulation_binary_1//images//00057_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00057_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00058,D:\Github\RGB-S\data\simulation_binary_1//images//00058_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00058_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00059,D:\Github\RGB-S\data\simulation_binary_1//images//00059_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00059_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00060,D:\Github\RGB-S\data\simulation_binary_1//images//00060_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00060_07.png,0,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//00061,D:\Github\RGB-S\data\simulation_binary_1//images//00061_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00061_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00062,D:\Github\RGB-S\data\simulation_binary_1//images//00062_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00062_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00063,D:\Github\RGB-S\data\simulation_binary_1//images//00063_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00063_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00064,D:\Github\RGB-S\data\simulation_binary_1//images//00064_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00064_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00065,D:\Github\RGB-S\data\simulation_binary_1//images//00065_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00065_07.png,0,Test
